name,gp,g,a,plus_minus,pim,ppp,sog,hit,blk,year,team_name,gwg,position,mult_position_player,avg_time_on_ice
Joonas Donskoi,6,1,0,-3,0,0,8,4,3,2019,Dump in the Corner,NA,,,
Michal Kempny,3,0,0,-1,0,0,0,1,3,2019,Dump in the Corner,NA,,,
Phillip Danault,1,0,1,0,0,1,2,2,0,2019,Dump in the Corner,NA,,,
Andre Burakovsky,13,4,5,0,6,5,22,7,6,2019,Dump in the Corner,NA,,,
Brian Dumoulin,3,0,1,3,0,0,3,3,2,2019,Dump in the Corner,NA,,,
Roope Hintz,3,1,0,-1,2,0,4,4,2,2019,Dump in the Corner,NA,,,
Nick Suzuki,2,0,0,-4,0,0,3,2,0,2019,Dump in the Corner,NA,,,
Jake DeBrusk,11,2,5,3,4,0,26,5,1,2019,Dump in the Corner,NA,,,
Brayden Point,46,16,29,26,6,9,98,14,20,2019,Dump in the Corner,NA,,,
Ondrej Palat,1,0,0,0,0,0,4,5,0,2019,Dump in the Corner,NA,,,
Morgan Rielly,19,0,7,4,4,2,55,20,32,2019,Dump in the Corner,NA,,,
Jared Spurgeon,1,0,1,-1,0,1,2,0,5,2019,Dump in the Corner,NA,,,
Cam Atkinson,10,4,1,1,2,1,29,2,5,2019,Dump in the Corner,NA,,,
Brendan Lemieux,2,0,0,-2,5,0,3,7,3,2019,Dump in the Corner,NA,,,
Ian Cole,1,0,0,0,0,0,2,1,1,2019,Dump in the Corner,NA,,,
Max Domi,24,6,9,-1,15,3,61,11,4,2019,Dump in the Corner,NA,,,
Jonathan Toews,4,1,2,-3,0,0,9,1,2,2019,Dump in the Corner,NA,,,
Samuel Girard,6,0,3,-2,0,1,11,5,3,2019,Dump in the Corner,NA,,,
Tony DeAngelo,3,0,3,4,2,0,5,6,2,2019,Dump in the Corner,NA,,,
Noel Acciari,4,1,0,-1,0,0,3,8,11,2019,Dump in the Corner,NA,,,
Reilly Smith,2,0,1,1,0,0,2,1,1,2019,Dump in the Corner,NA,,,
Justin Faulk,4,0,0,-3,2,0,6,3,7,2019,Dump in the Corner,NA,,,
Jared McCann,4,0,1,-2,0,0,6,6,2,2019,Dump in the Corner,NA,,,
Joe Pavelski,7,1,2,3,2,0,9,8,9,2019,Dump in the Corner,NA,,,
Ryan Dzingel,6,1,1,1,0,1,7,2,4,2019,Dump in the Corner,NA,,,
Craig Smith,2,0,0,-1,0,0,5,7,2,2019,Dump in the Corner,NA,,,
Esa Lindell,19,1,5,-1,2,2,25,31,40,2019,Dump in the Corner,NA,,,
Rasmus Sandin,3,0,2,1,2,1,4,8,2,2019,Dump in the Corner,NA,,,
Oliver Bjorkstrand,11,7,4,6,2,1,31,12,1,2019,Dump in the Corner,NA,,,
Frank Vatrano,1,0,0,0,0,0,0,1,0,2019,Dump in the Corner,NA,,,
Adam Fox,3,0,0,3,0,0,10,0,8,2019,Dump in the Corner,NA,,,
Anthony Cirelli,1,0,0,0,0,0,4,1,0,2019,Dump in the Corner,NA,,,
Jason Zucker,15,6,6,-1,2,3,36,18,3,2019,Dump in the Corner,NA,,,
Kevin Fiala,2,0,0,-3,2,0,7,2,1,2019,Dump in the Corner,NA,,,
Colton Parayko,14,3,5,5,4,0,44,21,17,2019,Dump in the Corner,NA,,,
William Karlsson,3,1,1,1,0,0,8,1,2,2019,Dump in the Corner,NA,,,
Mikael Backlund,6,2,5,0,0,1,20,9,0,2019,Dump in the Corner,NA,,,
Alec Martinez,4,0,0,0,2,0,7,4,11,2019,Dump in the Corner,NA,,,
Alex DeBrincat,5,2,3,3,2,2,20,0,1,2019,Dump in the Corner,NA,,,
Zach Parise,3,1,2,-1,0,1,10,0,2,2019,Dump in the Corner,NA,,,
Erik Cernak,1,0,0,0,2,0,2,6,2,2019,Dump in the Corner,NA,,,
Total,882,239,378,65,350,147,2235,1033,827,2019,Dump in the Corner,NA,,,
Elias Pettersson,26,10,11,1,6,5,63,11,9,2020,Dumpster Fire,NA,,,
Brayden Point,54,23,23,4,11,14,126,23,16,2020,Dumpster Fire,NA,,,
Jake Guentzel,53,22,34,12,28,18,132,39,31,2020,Dumpster Fire,NA,,,
Brandon Tanev,15,3,1,1,7,0,19,67,15,2020,Dumpster Fire,NA,,,
Brendan Gallagher,34,14,9,7,16,3,101,43,12,2020,Dumpster Fire,NA,,,
Nick Suzuki,8,2,5,1,8,4,18,13,4,2020,Dumpster Fire,NA,,,
Jeff Petry,54,12,30,5,20,15,127,95,59,2020,Dumpster Fire,NA,,,
Tyson Barrie,51,7,35,8,10,20,131,24,48,2020,Dumpster Fire,NA,,,
Nikita Zadorov,2,0,0,-1,0,0,1,4,2,2020,Dumpster Fire,NA,,,
Taylor Hall,32,7,14,0,6,5,89,24,11,2020,Dumpster Fire,NA,,,
Zach Werenski,33,7,12,-8,13,5,75,21,39,2020,Dumpster Fire,NA,,,
Evgenii Dadonov,2,0,0,1,0,0,3,1,0,2020,Dumpster Fire,NA,,,
Brenden Dillon,8,0,1,-4,4,0,5,20,8,2020,Dumpster Fire,NA,,,
Tyler Toffoli,47,25,15,-2,24,8,146,72,10,2020,Dumpster Fire,NA,,,
Miro Heiskanen,40,4,12,-11,10,6,77,34,39,2020,Dumpster Fire,NA,,,
Joe Pavelski,49,20,22,21,12,15,121,58,33,2020,Dumpster Fire,NA,,,
Tyler Myers,1,0,0,1,0,0,3,0,2,2020,Dumpster Fire,NA,,,
Samuel Girard,2,0,1,1,2,0,2,1,1,2020,Dumpster Fire,NA,,,
Radko Gudas,42,2,7,3,34,0,66,198,54,2020,Dumpster Fire,NA,,,
William Karlsson,1,0,0,0,0,0,2,0,0,2020,Dumpster Fire,NA,,,
Blake Coleman,4,1,0,3,2,0,3,9,0,2020,Dumpster Fire,NA,,,
David Krejci,1,0,0,0,2,0,0,0,0,2020,Dumpster Fire,NA,,,
Clayton Keller,5,0,1,-5,0,0,10,1,2,2020,Dumpster Fire,NA,,,
Joe Thornton,4,1,4,4,0,2,3,0,0,2020,Dumpster Fire,NA,,,
Ryan McDonagh,13,0,1,4,0,0,20,20,27,2020,Dumpster Fire,NA,,,
Marcus Foligno,6,1,4,3,7,0,4,13,4,2020,Dumpster Fire,NA,,,
Dustin Brown,3,2,0,-4,0,2,14,3,0,2020,Dumpster Fire,NA,,,
Calvin de Haan,1,0,0,0,0,0,1,1,2,2020,Dumpster Fire,NA,,,
Yanni Gourde,1,0,0,-1,0,0,4,0,1,2020,Dumpster Fire,NA,,,
Jacob Trouba,2,0,0,-2,0,0,2,4,3,2020,Dumpster Fire,NA,,,
Jamie Benn,31,6,13,7,10,5,75,46,13,2020,Dumpster Fire,NA,,,
Adrian Kempe,4,0,0,-4,2,0,6,4,1,2020,Dumpster Fire,NA,,,
Mats Zuccarello,6,1,5,-1,0,1,14,1,3,2020,Dumpster Fire,NA,,,
Brayden McNabb,7,0,0,-5,4,0,4,18,14,2020,Dumpster Fire,NA,,,
Ryan Reaves,3,0,0,2,0,0,3,11,0,2020,Dumpster Fire,NA,,,
Tomas Hertl,1,1,0,1,0,0,2,2,1,2020,Dumpster Fire,NA,,,
Evgeny Kuznetsov,9,2,5,0,2,1,16,6,4,2020,Dumpster Fire,NA,,,
Andrew Copp,3,1,1,1,2,0,5,1,1,2020,Dumpster Fire,NA,,,
Phil Kessel,9,2,6,-6,2,1,24,2,0,2020,Dumpster Fire,NA,,,
Ryan Graves,2,0,1,2,0,0,6,4,2,2020,Dumpster Fire,NA,,,
Noel Acciari,4,0,0,2,0,0,7,8,5,2020,Dumpster Fire,NA,,,
Jordan Eberle,14,3,5,1,6,1,31,7,5,2020,Dumpster Fire,NA,,,
Alex Goligoski,4,0,2,0,0,1,7,5,9,2020,Dumpster Fire,NA,,,
Garnet Hathaway,6,1,1,1,26,0,9,18,3,2020,Dumpster Fire,NA,,,
Total,697,180,281,43,276,132,1577,932,493,2020,Dumpster Fire,NA,,,
Timo Meier,71,28,30,13,49,8,NA,80,37,2018,Fuck Tom Wilson!,2,,,
Joe Pavelski,70,37,26,-1,20,20,NA,65,58,2018,Fuck Tom Wilson!,6,,,
Charlie McAvoy,7,1,5,1,10,0,NA,9,14,2018,Fuck Tom Wilson!,0,,,
Sidney Crosby,72,32,58,18,36,26,NA,78,40,2018,Fuck Tom Wilson!,3,,,
Boone Jenner,10,2,0,-1,6,1,NA,19,8,2018,Fuck Tom Wilson!,0,,,
Chris Kreider,66,22,23,10,51,11,NA,130,41,2018,Fuck Tom Wilson!,2,,,
Kevin Fiala,4,0,0,-2,2,0,NA,0,2,2018,Fuck Tom Wilson!,0,,,
Andrei Svechnikov,11,2,2,-1,12,0,NA,11,0,2018,Fuck Tom Wilson!,2,,,
Vincent Trocheck,16,3,10,-2,22,7,NA,32,9,2018,Fuck Tom Wilson!,0,,,
Ty Rattie,3,0,1,2,0,0,NA,4,1,2018,Fuck Tom Wilson!,0,,,
Victor Hedman,67,10,41,23,40,24,NA,56,95,2018,Fuck Tom Wilson!,4,,,
Adam Larsson,39,1,11,-1,22,0,NA,120,64,2018,Fuck Tom Wilson!,0,,,
Darnell Nurse,1,0,0,-3,2,0,NA,2,1,2018,Fuck Tom Wilson!,0,,,
Ryan Pulock,3,0,0,-1,0,0,NA,2,5,2018,Fuck Tom Wilson!,0,,,
Henri Jokiharju,4,0,0,-2,0,0,NA,7,3,2018,Fuck Tom Wilson!,0,,,
Tyson Barrie,66,10,38,-3,30,22,NA,45,79,2018,Fuck Tom Wilson!,2,,,
Kasperi Kapanen,10,2,2,4,6,0,NA,16,2,2018,Fuck Tom Wilson!,1,,,
Alex Galchenyuk,11,3,6,-1,4,5,NA,7,5,2018,Fuck Tom Wilson!,0,,,
Keith Yandle,66,8,42,-16,42,36,NA,34,60,2018,Fuck Tom Wilson!,2,,,
Mika Zibanejad,57,21,31,-7,37,15,NA,93,41,2018,Fuck Tom Wilson!,4,,,
Torey Krug,15,0,11,-7,21,8,NA,13,18,2018,Fuck Tom Wilson!,0,,,
Ben Chiarot,3,0,0,2,2,0,NA,5,2,2018,Fuck Tom Wilson!,0,,,
Josh Anderson,12,6,1,4,6,2,NA,25,3,2018,Fuck Tom Wilson!,0,,,
Marcus Foligno,3,0,0,-1,2,0,NA,11,1,2018,Fuck Tom Wilson!,0,,,
Alex Tuch,45,10,16,1,8,1,NA,50,21,2018,Fuck Tom Wilson!,4,,,
Shea Weber,50,11,17,14,24,5,NA,113,96,2018,Fuck Tom Wilson!,3,,,
William Carrier,15,1,0,-2,2,0,NA,77,4,2018,Fuck Tom Wilson!,0,,,
David Krejci,6,3,1,-6,0,0,NA,1,3,2018,Fuck Tom Wilson!,0,,,
Tomas Tatar,12,2,6,3,4,1,NA,9,1,2018,Fuck Tom Wilson!,1,,,
Mark Borowiecki,8,0,0,0,9,0,NA,35,18,2018,Fuck Tom Wilson!,0,,,
Jakub Voracek,25,9,16,8,13,6,NA,3,11,2018,Fuck Tom Wilson!,1,,,
Michal Kempny,5,0,3,-4,2,0,NA,8,12,2018,Fuck Tom Wilson!,0,,,
Colin Miller,2,0,0,-2,2,0,NA,7,2,2018,Fuck Tom Wilson!,0,,,
Rickard Rakell,8,0,1,-7,4,1,NA,14,6,2018,Fuck Tom Wilson!,0,,,
Nazem Kadri,5,2,1,-2,0,2,NA,3,0,2018,Fuck Tom Wilson!,1,,,
Sam Bennett,11,1,2,-4,10,0,NA,17,4,2018,Fuck Tom Wilson!,0,,,
Niklas Hjalmarsson,1,0,1,2,0,0,NA,2,4,2018,Fuck Tom Wilson!,0,,,
Mikael Backlund,4,1,1,-2,0,0,NA,4,0,2018,Fuck Tom Wilson!,1,,,
Jonathan Drouin,2,0,0,-1,0,0,NA,2,0,2018,Fuck Tom Wilson!,0,,,
Ryan Getzlaf,9,2,6,2,8,2,NA,24,8,2018,Fuck Tom Wilson!,0,,,
Micheal Ferland,1,0,0,0,0,0,NA,0,0,2018,Fuck Tom Wilson!,0,,,
Jack Johnson,3,0,0,2,0,0,NA,8,7,2018,Fuck Tom Wilson!,0,,,
Evgenii Dadonov,1,0,0,-1,0,0,NA,1,0,2018,Fuck Tom Wilson!,0,,,
Anders Lee,4,0,0,1,0,0,NA,6,2,2018,Fuck Tom Wilson!,0,,,
Chris Wagner,2,0,0,2,0,0,NA,2,0,2018,Fuck Tom Wilson!,0,,,
Lawson Crouse,1,0,0,-1,0,0,NA,4,2,2018,Fuck Tom Wilson!,0,,,
Total,907,230,409,31,508,203,NA,1254,790,2018,Fuck Tom Wilson!,39,,,
Nicklas Backstrom,72,18,50,8,26,25,NA,50,24,2018,Fuck Yeah Tom Wilson,4,,,
Ryan Getzlaf,40,7,22,-9,27,5,NA,82,41,2018,Fuck Yeah Tom Wilson,2,,,
Brad Marchand,74,32,60,18,92,30,NA,45,18,2018,Fuck Yeah Tom Wilson,8,,,
Rickard Rakell,5,1,2,-3,0,2,NA,11,7,2018,Fuck Yeah Tom Wilson,0,,,
David Pastrnak,59,33,37,7,24,29,NA,48,24,2018,Fuck Yeah Tom Wilson,3,,,
Brendan Gallagher,33,11,5,1,20,4,NA,47,13,2018,Fuck Yeah Tom Wilson,3,,,
Jake Guentzel,6,4,0,-2,0,1,NA,7,4,2018,Fuck Yeah Tom Wilson,0,,,
Mark Stone,5,1,1,-2,2,0,NA,4,1,2018,Fuck Yeah Tom Wilson,0,,,
John Klingberg,56,10,31,9,10,18,NA,34,69,2018,Fuck Yeah Tom Wilson,5,,,
Zach Werenski,29,5,11,-9,8,7,NA,20,30,2018,Fuck Yeah Tom Wilson,0,,,
Tyson Barrie,3,0,0,1,2,0,NA,0,2,2018,Fuck Yeah Tom Wilson,0,,,
Max Domi,72,25,39,17,76,10,NA,46,33,2018,Fuck Yeah Tom Wilson,2,,,
Evgenii Dadonov,14,5,8,-2,0,5,NA,3,14,2018,Fuck Yeah Tom Wilson,0,,,
Zdeno Chara,4,0,1,1,0,0,NA,4,6,2018,Fuck Yeah Tom Wilson,0,,,
